"","StudentID","SubmissionID","MarkerID","Publish.Time","Hypoth","Methods.writing","Methods.details","Methods.design","Results.text","Results.figures","Results.legends","Disc.knowlede","Disc.InterpFindings","Disc.Evidence","Refs","Writing","Comments","Final.Grade","UQM.ID","Consent"
"1","S8110327",3712,"T18","8/05/13 13:21",100,100,80,100,100,80,100,60,80,100,100,80,NA,100,2781,"Yes"
"2","S8112239",4236,"T25","15/05/13 8:22",100,100,80,100,100,100,100,80,80,100,100,100,NA,100,3385,"Yes"
"3","S8233701",3905,"T15","10/05/13 11:16",80,100,80,100,100,100,100,100,100,80,100,100,NA,100,2579,"Yes"
"4","S8234819",4387,"T10","15/05/13 8:22",100,100,60,80,100,100,60,60,60,60,100,60,NA,80,2782,"Yes"
"5","S8236749",5502,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580,"Yes"
"6","S8243911",3991,"T10","10/05/13 11:10",100,100,100,100,80,100,80,100,100,80,100,80,NA,100,2753,"Yes"
"7","S8244607",4154,"T02","13/05/13 9:50",100,100,100,100,80,100,60,60,80,60,100,80,NA,80,2744,"Yes"
"9","S8287253",4021,"T05","10/05/13 15:46",80,100,100,80,80,100,80,80,60,60,100,100,NA,80,2581,"Yes"
"10","S8345077",3973,"T01","7/05/13 15:00",100,80,100,80,60,80,40,60,80,80,60,80,NA,80,2582,"Yes"
"11","S8349949",3920,"T19","10/05/13 11:12",80,60,80,80,80,20,60,60,60,60,20,60,NA,60,2583,"Yes"
"12","S8392669",3967,"T21","10/05/13 11:16",80,100,80,80,100,100,80,100,100,100,40,100,NA,80,2589,"Yes"
"13","S8402295",4050,"T15","10/05/13 11:16",80,100,100,100,80,80,100,80,80,60,60,80,NA,80,463,"Yes"
"14","S8408443",4108,"T10","10/05/13 11:10",100,100,100,100,80,100,100,80,80,60,100,100,NA,100,2588,"Yes"
"15","S8409235",3900,"T19","10/05/13 11:12",80,100,80,80,100,100,80,80,80,80,100,100,NA,80,2586,"Yes"
"18","S8412939",3795,"T21","6/05/13 9:52",80,100,80,100,80,100,80,100,100,80,100,100,NA,100,2584,"Yes"
"19","S8419401",3669,"T05","9/05/13 9:56",100,40,40,20,100,100,80,60,40,60,60,100,NA,60,2783,"Yes"
"20","S8421487",3915,"T21","10/05/13 11:16",60,100,60,80,100,100,80,80,100,100,100,100,NA,80,2720,"Yes"
"21","S8440585",3976,"T01","7/05/13 15:00",100,100,80,80,80,100,80,80,80,100,100,80,NA,80,3326,"Yes"
"22","S8465969",4000,"T15","10/05/13 15:46",100,100,100,80,100,100,80,80,80,80,100,80,NA,100,2599,"Yes"
"23","S8466065",3955,"T19","10/05/13 11:12",80,100,100,80,100,100,100,80,80,80,80,80,NA,80,3312,"Yes"
"24","S8469311",4209,"T23","12/05/13 21:34",100,100,100,100,100,100,80,80,60,60,100,80,NA,80,2712,"Yes"
"25","S8469617",4256,"T10","15/05/13 8:22",100,60,80,80,100,100,80,80,80,60,60,80,NA,80,2597,"Yes"
"26","S8470217",3785,"T17","9/05/13 9:57",100,100,100,80,100,100,80,80,100,100,100,100,NA,100,2598,"Yes"
"28","S8471467",4217,"T05","16/05/13 11:26",100,100,100,100,60,80,100,80,80,60,60,80,NA,80,2596,"Yes"
"29","S8472529",3710,"T02","9/05/13 14:09",100,100,60,80,100,100,60,80,100,80,60,80,NA,80,2591,"Yes"
"30","S8474623",3909,"T12","5/05/13 17:46",80,100,60,100,80,100,60,80,80,60,100,100,NA,80,1526,"Yes"
"31","S8514165",5465,"T05","1/06/13 8:52",60,80,60,80,80,100,60,80,80,60,100,100,NA,80,2216,"Yes"
"32","S8518775",3677,"T25","9/05/13 9:57",60,80,100,80,80,80,80,60,80,80,40,80,NA,80,2600,"Yes"
"33","S8522735",3665,"T05","9/05/13 9:56",100,100,80,80,100,100,80,80,100,80,80,100,NA,100,2755,"Yes"
"34","S8523451",4171,"T15","12/05/13 16:53",80,100,100,100,100,100,100,60,100,100,100,80,NA,100,2607,"Yes"
"35","S8523551",4077,"T01","11/05/13 12:44",100,80,80,60,100,80,60,60,80,60,20,80,NA,80,2609,"Yes"
"36","S8524785",3742,"T05","9/05/13 9:56",100,80,60,80,100,100,80,80,80,80,100,100,NA,80,2608,"Yes"
"37","S8525405",3724,"T17","9/05/13 9:57",100,100,100,100,100,100,100,80,100,100,100,100,NA,100,2610,"Yes"
"38","S8526409",4184,"T25","15/05/13 13:41",60,100,80,100,80,80,80,80,80,100,100,100,NA,80,2602,"Yes"
"39","S8527007",4330,"T10","16/05/13 11:17",100,100,80,80,80,80,80,80,80,40,60,100,NA,80,2785,"Yes"
"40","S8527483",4076,"T25","13/05/13 17:36",100,100,100,100,80,80,100,100,80,100,100,80,NA,100,2612,"Yes"
"41","S8528077",3924,"T23","5/05/13 17:48",100,100,80,100,100,80,80,80,80,60,80,100,NA,80,2603,"Yes"
"42","S8529073",4368,"T01","7/05/13 15:00",100,100,60,80,100,80,60,60,80,100,80,80,NA,80,2618,"Yes"
"43","S8531393",5464,"T03","1/06/13 8:52",100,100,100,80,100,100,80,80,100,100,100,100,NA,100,1559,"Yes"
"44","S8531397",3693,"T23","7/05/13 14:45",80,100,100,80,100,100,40,80,60,80,100,100,NA,80,2617,"Yes"
"45","S8533063",4412,"T10","10/05/13 15:44",100,100,100,100,100,100,80,100,80,40,60,80,NA,80,2614,"Yes"
"46","S8533845",3789,"T02","9/05/13 14:09",100,100,80,100,100,100,60,60,80,100,60,80,NA,80,2722,"Yes"
"47","S8534169",4020,"","11/05/13 8:15",80,100,100,100,100,100,80,100,80,80,100,100,NA,100,2606,"Yes"
"48","S8534399",3947,"T10","9/05/13 0:07",100,100,80,100,100,60,60,80,80,60,60,80,NA,80,2611,"Yes"
"49","S8534399",4399,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,"Yes"
"50","S8534493",4087,"T19","13/05/13 16:27",100,100,100,100,80,100,100,80,80,80,100,100,NA,100,2605,"Yes"
"51","S8536815",4377,"T15","10/05/13 11:16",100,80,80,100,80,100,80,80,60,60,20,80,NA,80,1219,"Yes"
"52","S8538277",4156,"T23","9/05/13 14:31",100,100,80,100,100,100,100,80,80,100,80,100,NA,100,2620,"Yes"
"53","S8546995",3943,"T24","8/05/13 0:17",100,100,80,100,80,100,80,80,100,80,100,100,NA,100,2622,"Yes"
"54","S8550039",4004,"T01","7/05/13 15:00",100,80,100,80,100,100,80,100,100,100,100,80,NA,100,2623,"Yes"
"55","S8550417",3948,"T23","5/05/13 17:46",100,100,100,100,100,100,80,100,100,100,100,100,NA,100,2625,"Yes"
"56","S8550529",4075,"T19","13/05/13 16:27",100,100,80,100,100,100,80,100,100,80,100,100,NA,100,2624,"Yes"
"57","S8552401",4129,"T01","11/05/13 12:44",100,80,40,60,100,60,40,60,100,80,60,80,NA,80,1224,"Yes"
"58","S8559519",4046,"T19","10/05/13 11:12",80,100,100,100,100,100,80,80,80,80,80,100,NA,100,2626,"Yes"
"59","S8562839",4250,"T23","12/05/13 21:34",80,40,60,20,100,100,80,100,80,100,100,100,NA,80,2728,"Yes"
"60","S8563497",3764,"T08","6/05/13 10:00",80,100,60,100,100,100,100,60,80,80,100,100,NA,80,2772,"Yes"
"61","S8564119",3922,"T12","5/05/13 17:46",100,100,60,80,80,100,80,80,80,60,100,100,NA,80,3313,"Yes"
"62","S8565137",3748,"T20","2/05/13 20:46",100,100,100,100,20,100,100,100,100,80,40,100,NA,80,2732,"Yes"
"63","S8566047",4408,"T19","10/05/13 11:12",80,100,80,80,100,100,80,100,100,80,100,100,NA,100,3272,"Yes"
"64","S8567051",3950,"T15","10/05/13 11:16",80,100,100,100,80,100,100,60,80,60,20,80,NA,80,2717,"Yes"
"65","S8568717",3832,"T08","6/05/13 10:00",100,100,60,40,80,100,100,60,60,60,60,60,NA,80,2627,"Yes"
"66","S8568775",4369,"T08","7/05/13 21:36",80,100,60,80,100,100,100,80,100,80,100,100,NA,100,2628,"Yes"
"67","S8569481",3673,"T21","6/05/13 9:52",100,100,80,80,100,100,80,100,100,80,100,100,NA,100,2629,"Yes"
"68","S8572003",4190,"T01","12/05/13 21:42",100,100,100,80,100,100,80,80,100,100,60,80,NA,100,2723,"Yes"
"70","S8572813",4797,"T19","15/05/13 8:22",80,100,60,80,60,100,60,60,60,60,20,40,NA,60,2212,"Yes"
"71","S8572981",4189,"T24","8/05/13 23:07",100,100,80,100,100,100,100,80,100,100,100,100,NA,100,2711,"Yes"
"72","S8573027",3802,"T15","5/05/13 17:46",80,100,100,100,80,100,80,100,80,100,20,80,NA,80,2215,"Yes"
"73","S8575041",3790,"T23","5/05/13 17:46",80,100,20,20,20,20,20,20,20,20,40,40,NA,40,2685,"Yes"
"74","S8575395",4253,"T15","15/05/13 8:22",100,100,100,100,80,100,100,100,100,100,100,100,NA,100,2643,"Yes"
"75","S8576147",5449,"T25","4/06/13 9:02",60,100,60,100,80,100,40,80,60,100,100,80,NA,80,2692,"Yes"
"76","S8576407",3951,"T12","5/05/13 17:46",100,100,60,80,80,100,80,80,80,60,20,100,NA,80,2639,"Yes"
"77","S8576443",4242,"T24","8/05/13 23:08",100,100,100,100,100,80,100,100,100,100,100,100,NA,100,1753,"No login"
"78","S8576713",4051,"T21","10/05/13 11:16",80,40,60,20,80,20,60,60,60,60,40,80,NA,60,3370,"Yes"
"79","S8576779",4040,"T21","10/05/13 11:16",100,100,80,100,80,100,80,80,80,100,100,100,NA,100,2063,"Yes"
"80","S8576823",3901,"T12","5/05/13 17:46",100,100,80,100,100,100,80,80,100,100,100,100,NA,100,2143,"Yes"
"81","S8576833",4187,"T22","12/05/13 16:53",80,100,60,80,80,100,80,100,100,100,100,100,NA,100,2649,"Yes"
"82","S8576965",4272,"T01","16/05/13 8:48",100,100,80,100,100,100,80,60,100,100,100,100,NA,100,2678,"Yes"
"83","S8577053",3656,"T10","6/05/13 9:14",100,100,100,80,80,100,60,40,20,40,40,80,NA,60,2688,"Yes"
"84","S8577063",3921,"T25","9/05/13 14:12",100,100,60,100,100,60,80,100,80,100,100,80,NA,80,2682,"Yes"
"85","S8577203",4150,"T25","13/05/13 17:36",100,100,80,100,100,80,80,80,80,80,100,100,NA,100,2707,"Yes"
"86","S8577231",3792,"T25","9/05/13 9:57",60,100,100,80,100,80,80,100,80,100,40,100,NA,80,1959,"Yes"
"87","S8577439",3848,"T18","8/05/13 13:21",80,100,60,20,100,80,40,100,100,60,60,80,NA,80,2679,"Yes"
"88","S8577607",3784,"T01","2/05/13 20:56",80,80,60,20,60,80,60,80,100,100,40,80,NA,80,2671,"Yes"
"89","S8577743",4124,"T02","13/05/13 9:50",100,100,60,80,80,100,60,100,100,80,60,60,NA,80,2665,"Yes"
"90","S8577791",3849,"T21","6/05/13 9:52",100,100,80,80,100,100,80,60,80,80,100,100,NA,80,2691,"Yes"
"91","S8578171",4248,"T10","15/05/13 8:22",100,100,80,100,80,100,60,80,60,80,40,100,NA,80,2681,"Yes"
"92","S8578567",4380,"T20","12/05/13 21:42",100,80,80,80,100,100,80,60,60,60,60,80,NA,80,2641,"No login"
"93","S8578817",3980,"T03","7/05/13 13:23",100,60,60,80,60,80,60,80,80,60,20,80,NA,60,2654,"Yes"
"94","S8578937",4003,"T24","8/05/13 0:17",100,100,100,100,80,80,100,80,80,80,100,100,NA,100,2663,"Yes"
"95","S8579457",3925,"T10","9/05/13 0:06",100,100,80,100,100,60,60,80,80,80,60,80,NA,80,2640,"Yes"
"96","S8579837",3981,"T03","7/05/13 13:23",100,100,80,100,80,100,80,80,60,100,100,100,NA,NA,2670,"Yes"
"97","S8580053",3763,"T21","6/05/13 9:52",100,100,100,80,80,40,100,100,100,60,40,100,NA,80,2635,"Yes"
"98","S8580059",3959,"T15","10/05/13 11:16",100,100,100,80,100,80,80,80,100,100,100,80,NA,100,2684,"Yes"
"100","S8580417",4298,"T10","15/05/13 8:22",100,100,20,80,20,60,40,60,60,20,60,60,NA,60,2637,"Yes"
"101","S8580597",3730,"T10","6/05/13 9:14",100,100,100,100,80,100,80,80,80,60,100,80,NA,100,2661,"Yes"
"102","S8580779",4214,"T25","15/05/13 13:41",60,100,80,100,100,100,80,100,80,100,100,100,NA,100,2673,"Yes"
"103","S8580813",4053,"T21","10/05/13 11:16",100,100,80,100,80,100,80,80,100,100,100,100,NA,100,1889,"Yes"
"104","S8580939",4029,"T10","9/05/13 0:07",100,100,60,40,40,100,60,80,60,40,20,80,NA,80,2709,"Yes"
"105","S8580939",4397,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2709,"Yes"
"106","S8581209",4117,"T20","5/05/13 17:46",80,80,80,80,80,20,80,80,80,60,100,100,NA,80,2683,"Yes"
"107","S8581563",4416,"T02","13/05/13 9:50",100,100,60,80,80,100,60,60,80,80,60,60,NA,80,3371,"Yes"
"108","S8581749",3658,"T20","2/05/13 20:46",100,100,100,100,100,100,100,80,80,80,100,100,NA,100,2664,"Yes"
"109","S8582439",3828,"T05","9/05/13 9:56",100,80,80,80,100,60,100,80,100,80,100,100,NA,80,2642,"Yes"
"110","S8582443",4103,"T25","13/05/13 17:36",100,100,100,100,100,100,100,100,100,100,100,100,NA,100,2677,"Yes"
"111","S8582581",4257,"T10","15/05/13 8:22",80,100,60,100,80,60,60,80,80,80,20,80,NA,NA,1831,"Yes"
"112","S8582679",4232,"T25","15/05/13 8:22",100,100,80,100,100,100,100,80,80,100,100,100,NA,100,2708,"Yes"
"113","S8582703",4395,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2644,"Yes"
"114","S8582703",4375,"T05","16/05/13 11:26",100,100,100,80,100,80,80,80,60,60,80,100,NA,80,2644,"Yes"
"115","S8583261",3670,"T02","9/05/13 14:09",100,100,80,100,100,100,60,80,80,80,100,80,NA,80,2700,"Yes"
"116","S8583279",4313,"T05","10/05/13 15:48",100,100,100,100,100,100,100,100,100,100,100,100,NA,100,2675,"Yes"
"117","S8583963",4207,"T24","8/05/13 23:07",100,100,80,100,100,80,100,60,100,100,100,100,NA,100,2070,"Yes"
"118","S8584233",4247,"T25","15/05/13 8:22",100,100,80,80,100,100,80,100,80,80,100,100,NA,100,1751,"Yes"
"119","S8584829",4373,"T01","11/05/13 12:44",100,100,60,80,100,80,80,60,100,100,100,100,NA,80,2656,"Yes"
"120","S8584921",4176,"T01","12/05/13 21:42",100,100,60,100,100,100,80,100,100,80,60,100,NA,100,2648,"Yes"
"121","S8584975",4068,"T01","11/05/13 12:44",100,100,60,80,60,60,80,60,100,80,80,80,NA,80,2702,"Yes"
"123","S8585269",4352,"T23","16/05/13 8:41",80,100,80,100,100,100,60,80,60,60,100,100,NA,80,2701,"Yes"
"124","S8585441",4007,"T10","7/05/13 11:59",100,100,80,80,100,100,100,80,100,80,100,100,NA,100,2706,"Yes"
"125","S8585829",3703,"T02","9/05/13 14:09",100,100,80,100,100,100,60,80,100,60,100,100,NA,100,2650,"Yes"
"126","S8585875",4388,"T16","11/05/13 12:44",100,100,80,40,100,60,60,40,40,40,20,80,NA,60,2662,"Yes"
"127","S8585907",5378,"T25","4/06/13 9:02",100,100,80,80,100,100,80,80,80,100,100,100,NA,100,2645,"Yes"
"128","S8586021",3994,"T05","8/05/13 13:18",100,100,80,80,80,80,60,60,40,60,60,100,NA,80,2704,"Yes"
"129","S8586041",3771,"T23","9/05/13 9:56",100,100,80,100,40,80,40,60,60,100,100,80,NA,80,2659,"Yes"
"130","S8586065",3988,"T12","5/05/13 17:46",100,100,80,80,100,100,80,100,80,80,100,100,NA,100,2191,"Yes"
"131","S8586205",4008,"T02","7/05/13 23:32",100,100,80,100,100,100,100,100,100,80,60,80,NA,100,2636,"Yes"
"132","S8586447",4123,"T23","9/05/13 14:31",100,100,80,100,40,80,80,100,100,80,100,100,NA,80,2674,"Yes"
"133","S8586735",4163,"T19","13/05/13 16:27",100,100,100,100,100,100,100,80,80,80,100,100,NA,100,2638,"Yes"
"134","S8586831",4083,"T25","13/05/13 17:36",100,100,80,100,80,80,80,80,60,100,100,100,NA,80,2668,"Yes"
"135","S8586867",4396,"T23","12/05/13 21:34",100,100,80,100,100,100,60,80,100,100,100,100,NA,100,2693,"Yes"
"136","S8586867",4166,"T08","8/05/13 9:46",80,100,100,100,100,100,80,80,80,80,100,80,NA,100,2693,"Yes"
"137","S8587341",3843,"T23","5/05/13 17:46",80,100,80,100,100,100,80,100,100,100,100,100,NA,100,2672,"Yes"
"138","S8587345",3657,"T15","5/05/13 17:46",80,100,100,100,100,80,60,80,80,80,100,80,NA,80,2694,"Yes"
"139","S8587441",4070,"T23","9/05/13 14:31",100,100,40,40,100,100,40,60,60,60,100,100,NA,80,2655,"Yes"
"140","S8587563",3691,"T03","10/05/13 11:16",100,100,100,100,100,80,80,60,80,100,100,80,NA,100,2653,"Yes"
"141","S8587675",4800,"T05","19/05/13 16:04",60,80,40,80,80,100,60,40,40,60,60,100,NA,60,2073,"Yes"
"142","S8587929",3819,"T01","2/05/13 20:56",100,100,100,80,100,80,80,100,100,100,60,80,NA,100,2689,"Yes"
"143","S8588589",4303,"T19","13/05/13 16:27",80,100,80,100,100,100,80,100,100,80,100,80,NA,100,2667,"Yes"
"144","S8588691",4205,"T05","16/05/13 11:26",100,100,100,100,80,80,80,100,60,80,40,100,NA,80,3384,"Yes"
"145","S8589029",3974,"T05","9/05/13 9:56",100,100,40,40,100,80,60,60,40,40,100,100,NA,80,2647,"Yes"
"146","S8589495",3911,"T05","11/05/13 8:15",80,100,80,100,80,100,80,60,60,80,100,100,NA,80,2733,"Yes"
"147","S8592817",4016,"T15","10/05/13 11:16",80,100,100,100,80,100,100,80,80,80,40,80,NA,80,2715,"Yes"
"148","S8593123",4213,"T15","15/05/13 8:22",100,100,100,100,100,100,100,80,80,100,80,80,NA,100,2713,"Yes"
"149","S8593273",3833,"T02","9/05/13 14:09",100,100,60,100,100,80,60,60,80,80,60,80,NA,80,2716,"Yes"
"150","S8593321",3714,"T23","5/05/13 17:46",100,100,100,20,100,100,100,80,100,100,100,100,NA,100,2714,"Yes"
"151","S8597563",3655,"T20","2/05/13 20:46",100,100,100,100,100,100,100,100,80,80,100,100,NA,100,2746,"Yes"
"152","S8600971",4238,"T24","8/05/13 23:08",100,100,60,80,80,80,60,60,80,100,100,100,NA,80,3382,"Yes"
"153","S8602427",4127,"T19","13/05/13 16:27",80,100,80,80,100,100,80,80,80,80,100,100,NA,80,2718,"Yes"
"154","S8602433",3914,"T19","10/05/13 11:12",20,60,80,80,80,20,80,100,80,80,100,80,NA,80,2719,"Yes"
"155","S8604007",3715,"T10","8/05/13 23:42",100,100,80,100,100,80,80,80,100,100,60,80,NA,100,3324,"Yes"
"156","S8605831",3761,"T01","2/05/13 20:56",80,80,100,100,100,100,80,60,100,100,100,100,NA,100,2773,"Yes"
"157","S8605991",3995,"T01","7/05/13 15:00",100,100,60,100,100,60,40,80,100,80,100,80,NA,80,2724,"Yes"
"158","S8606087",3770,"T23","5/05/13 17:46",100,100,100,20,100,100,100,100,100,100,100,100,NA,100,2725,"Yes"
"159","S8606245",4084,"T21","13/05/13 9:31",100,60,80,40,100,100,100,60,100,100,60,100,NA,80,2726,"Yes"
"160","S8606297",4863,"T01","16/05/13 8:48",100,100,60,60,100,60,80,100,100,100,100,80,NA,80,2727,"Yes"
"161","S8606739",4262,"T01","12/05/13 21:42",100,100,80,60,100,100,60,60,100,100,60,100,NA,80,2734,"Yes"
"162","S8606917",3960,"T15","10/05/13 11:16",80,100,100,100,100,100,100,80,80,100,60,80,NA,100,2730,"Yes"
"163","S8606925",3931,"T10","7/05/13 11:59",100,100,100,100,100,100,60,80,80,80,100,80,NA,100,2768,"Yes"
"164","S8607105",3829,"T19","6/05/13 9:52",100,100,80,80,80,100,100,80,80,80,60,100,NA,80,2735,"Yes"
"165","S8607513",3830,"T20","2/05/13 20:46",80,100,100,100,80,100,80,60,60,60,60,80,NA,80,3373,"Yes"
"166","S8607887",3679,"T15","5/05/13 17:46",100,100,60,80,100,100,80,80,100,100,100,80,NA,100,2729,"Yes"
"167","S8607887",4402,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2729,"Yes"
"168","S8607923",3835,"T20","2/05/13 20:46",100,100,100,100,100,100,100,80,100,100,100,100,NA,100,2736,"Yes"
"169","S8608219",3845,"T19","6/05/13 9:52",100,80,80,100,100,100,100,100,80,100,100,80,NA,100,2737,"Yes"
"170","S8609083",3965,"T19","10/05/13 11:12",80,100,100,80,100,100,100,100,100,100,80,100,NA,100,2739,"Yes"
"171","S8610381",3773,"T19","6/05/13 9:28",100,80,100,80,100,80,100,80,80,80,100,100,NA,100,2745,"Yes"
"172","S8611131",3754,"T19","6/05/13 9:28",80,100,80,80,80,100,80,80,80,80,80,80,NA,80,2769,"Yes"
"173","S8612109",4385,"T02","13/05/13 9:50",100,100,60,80,20,60,40,40,60,60,20,60,NA,60,3308,"Yes"
"174","S8612111",3796,"T18","8/05/13 13:21",100,100,80,80,80,100,80,80,80,100,100,100,NA,100,2779,"Yes"
"176","S8612395",3676,"T25","9/05/13 9:57",60,80,100,80,100,80,80,80,80,80,100,80,NA,80,2743,"Yes"
"177","S8612937",4143,"T09","11/05/13 8:15",100,100,100,100,100,100,80,80,60,80,60,100,NA,100,2738,"Yes"
"178","S8613421",4407,"T23","9/05/13 14:22",100,100,80,100,60,80,80,80,100,80,100,100,NA,80,2780,"Yes"
"179","S8613989",4201,"T24","8/05/13 23:07",100,100,80,80,100,80,100,80,80,80,100,100,NA,100,3351,"Yes"
"180","S8619553",3825,"T19","6/05/13 9:28",80,100,80,80,80,80,80,80,80,80,100,80,NA,80,2742,"Yes"
